cc_num,index,first,last,sex,street,city,state,zip,lat,long,city_pop,job,dob
36192615525683,1433,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,87109.0,35.1506,-106.569,641349.0,Civil Service administrator,11/04/1976
36360452125889,132,Christopher,Raymond,M,766 Potter Well,West Chazy,NY,12992.0,44.797,-73.5112,4778.0,ENGINEERING GEOLOGIST,"Jun 14, 1954"
36485887555770,247,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321.0,40.4971,-82.8342,267.0,Facilities manager,29/01/2005
36581538659449,509,Brandon,Bridges,M,957 Miller Falls,Apison,TN,37302.0,35.0149,-85.0164,3730.0,Occupational therapist,28-Jan-1991
36721445180895,145,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093.0,42.4999,-74.6117,1666.0,DIAGNOSTIC RADIOGRAPHER,01/07/1968
36722699017270,1001,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173.0,33.2887,-111.0985,2872.0,Petroleum engineer,"Oct 28, 1987"
36890292963032,166,Kimberly,Webb,F,380 Martin Mission,Girard,GA,30426.0,33.0437,-81.7106,1100.0,"CONSERVATOR, MUSEUM/GALLERY",05/04/1950
36913587729122,370,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646.0,43.6498,-116.4306,84106.0,INTELLIGENCE ANALYST,"Feb 11, 1971"
38014427445058,901,Sonya,Jensen,F,4470 Jillian Courts,Adams,WI,53910.0,43.8967,-89.8219,3508.0,SPORT AND EXERCISE PSYCHOLOGIST,11/08/1946
38052002992326,1298,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327.0,30.33,-95.0202,34153.0,Building surveyor,11/09/1995
38199021865320,148,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601.0,43.196000000000005,-72.3001,477.0,NAVAL ARCHITECT,"Apr 15, 1988"
38295635583927,811,Candice,Brown,F,9412 Harris Mews,O Brien,TX,79539.0,33.3749,-99.8473,178.0,Warden/ranger,14-Jun-1983
38530489946071,457,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320.0,34.9572,-81.9916,530.0,ANIMAL TECHNOLOGIST,14/05/1989
38580485618059,573,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765.0,48.8856,-103.0098,248.0,INDUSTRIAL/PRODUCT DESIGNER,"May 13, 1968"
38588538868506,360,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842.0,30.1886,-103.2214,498.0,LEXICOGRAPHER,23/11/1990
38859492057661,2,Edward,Sanchez,M,594 White Dale Suite 530,Malad City,ID,83252.0,42.1808,-112.262,4154.0,Nature conservation officer,19-Jan-1962
38947654498698,287,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622.0,39.3543,-82.50299999999999,321.0,"Copywriter, advertising",24-Jun-1979
180014262259255,111,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009.0,31.571,-86.2743,2566.0,EXERCISE PHYSIOLOGIST,26/06/1958
180017442990269,1918,Michelle,Anderson,F,28311 Dennis Trace,Albany,NY,12222.0,42.6853,-73.8253,151022.0,"DESIGNER, TEXTILE",01-Jun-1939
180018375329178,1595,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259.0,42.3703,-84.2485,2523.0,Geophysicist/field seismologist,21/03/1988
180036456789979,417,Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801.0,42.9207,-91.0685,878.0,RISK ANALYST,20/11/1974
180040027502291,105,Mary,Schmidt,F,022 Moore Island,New York City,NY,10162.0,40.7699,-73.9511,1577385.0,AUDIOLOGICAL SCIENTIST,29-Dec-1957
180042946491150,12,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710.0,27.7898,-82.7243,341043.0,"Engineer, land",28/02/1989
180046165512893,1440,Erica,Walker,F,084 Holmes Avenue Suite 206,Stayton,OR,97383.0,44.8021,-122.7624,9587.0,"Engineer, biomedical",24-Mar-1968
180046617132290,559,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939.0,37.575,-88.9655,3119.0,"Teacher, secondary school",17-Apr-1942
180046765320457,1058,Jared,Camacho,M,4257 Perez Mall,Canton,OH,44702.0,40.8027,-81.3739,192805.0,BUILDING CONTROL SURVEYOR,30-Jun-1963
180047222886866,1785,Christine,Shaffer,F,14017 Thomas Plaza,Loami,IL,62661.0,39.6704,-89.8588,1213.0,English as a foreign language teacher,"Apr 22, 1991"
180048185037117,22,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060.0,40.6152,-74.415,71485.0,LEISURE CENTRE MANAGER,"Jul 19, 1974"
180049032966888,1301,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559.0,46.4959,-90.4383,795.0,Television/film/video producer,15/04/1986
180058696935600,1270,Richard,Barnes,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752.0,42.18899999999999,-74.9229,782.0,Chartered accountant,"Aug 28, 2000"
180065479077096,377,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102.0,39.6747,-76.8941,11751.0,CLINICAL RESEARCH ASSOCIATE,15-Feb-1964
180067151859700,244,Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432.0,41.5378,-88.0572,128354.0,"TEACHER, SECONDARY SCHOOL","Jan 20, 1992"
180067784565096,44,Mary,Juarez,F,35440 Ryan Islands,North Prairie,WI,53153.0,42.9385,-88.395,2328.0,APPLICATIONS DEVELOPER,06/01/1942
180068353086472,325,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648.0,33.6773,-118.0051,190249.0,"Therapist, horticultural",17/09/1976
180069253480336,378,William,Hunter,M,5036 Victoria Ports Suite 249,Emporium,PA,15834.0,41.5177,-78.2536,4533.0,Public affairs consultant,"Nov 01, 1969"
180072527505094,346,Cody,Miller,M,25748 John Wells,Mooresville,NC,28117.0,35.584,-80.8685,69793.0,Control and instrumentation engineer,"Dec 08, 1953"
180081032825079,1269,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740.0,34.047,-90.7652,466.0,Trading standards officer,03/04/1955
180084576295055,1168,David,Kirby,M,133 Alyssa Plains,Lolita,TX,77971.0,28.7724,-96.4793,911.0,ARCHAEOLOGIST,18/01/1970
180084695172649,1763,Holly,Mann,F,7644 Joseph Fields,Nokomis,IL,62075.0,39.3036,-89.2853,3458.0,BUILDING SURVEYOR,08/12/1985
180094419304907,913,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585.0,33.7467,-117.1721,54287.0,"DESIGNER, EXHIBITION/DISPLAY",22-Sep-1972
180094608895855,30,Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492.0,43.7575,-122.481,597.0,Forensic psychologist,19-May-1961
213102873001603,419,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441.0,43.7857,-124.1437,260.0,"Engineer, maintenance",01/09/1956
213112402583773,89,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819.0,34.0326,-82.2027,1523.0,RESEARCH SCIENTIST (PHYSICAL SCIENCES),"Jun 03, 1984"
213113028819344,149,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316.0,43.3392,-75.7543,6460.0,BUILDING CONTROL SURVEYOR,27-Sep-1959
213113338379864,1810,Larry,Vaughan,M,83555 Melinda Spurs,Kingsville,MD,21087.0,39.4558,-76.4147,5451.0,Science writer,05-Dec-1961
213114122496591,1601,Jeremy,Perry,M,797 Jennifer Loop Suite 634,Minnesota Lake,MN,56068.0,43.8295,-93.8282,1087.0,MUSIC TUTOR,14/07/1963
213120463918358,630,Willie,Jordan,M,529 West Key,Spearsville,LA,71277.0,32.955,-92.587,1758.0,"Psychologist, forensic","Aug 08, 1957"
213124978348176,160,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711.0,42.32,-78.0943,1766.0,MECHANICAL ENGINEER,"Jun 04, 1962"
213126662687660,45,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040.0,27.5155,-99.4986,248858.0,Video editor,28-Jan-1971
213136802746375,540,Christine,Davis,F,736 Moss Motorway Suite 549,Humboldt,AZ,86329.0,34.5189,-112.2523,1179.0,"Civil engineer, contracting",20/01/1955
213141712584544,37,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073.0,32.153,-90.1217,19685.0,Fine artist,24/12/1984
213148039875802,1448,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510.0,27.9551,-82.2966,79613.0,Environmental consultant,"Nov 30, 1978"
213154573301411,230,Christopher,Sheppard,M,39218 Baker Shoals,Bristow,IN,47515.0,38.1981,-86.6821,965.0,Horticultural therapist,10-Feb-1982
213156747557083,372,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206.0,34.1556,-118.2322,172817.0,Advertising account planner,"Jul 30, 1982"
213157767990030,431,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901.0,41.606,-109.23,27971.0,Music therapist,01/08/1984
213161231269724,312,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901.0,34.048,-85.9246,67082.0,PHYSIOLOGICAL SCIENTIST,"Feb 09, 1963"
213161293389774,440,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,14586.0,43.0397,-77.6871,10256.0,"TEACHER, PRIMARY SCHOOL",24/06/1968
213161869125933,999,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226.0,44.6084,-70.6993,190.0,Animal nutritionist,17-Apr-1970
213163860545705,485,Mark,Tyler,M,82201 Bradley Radial Suite 703,Avera,GA,30803.0,33.141,-82.515,741.0,Claims inspector/assessor,28-Apr-1986
213173753804333,502,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366.0,41.2244,-86.6966,5791.0,"DOCTOR, GENERAL PRACTICE",07-Oct-1959
213174467670432,1351,James,Bishop,M,7055 Fernandez Estates Apt. 676,Cecilton,MD,21913.0,39.4015,-75.8654,663.0,Podiatrist,14-Jan-1969
213175487106448,144,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548.0,33.0771,-99.959,932.0,"PHYSICIST, MEDICAL","Dec 10, 1954"
213178765398315,894,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501.0,43.0351,-108.2024,19408.0,"Lecturer, higher education",11/09/1993
213178850083780,56,Shawn,King,M,31493 Garcia Summit,Athena,OR,97813.0,45.8289,-118.4971,1302.0,DEALER,"Oct 18, 1976"
213180742685905,263,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528.0,40.507,-123.9743,1139.0,"THERAPIST, OCCUPATIONAL","Jan 15, 1951"
213186880359195,304,Craig,Franco,M,9242 Vanessa Ramp Apt. 525,Smithfield,IL,61477.0,40.4855,-90.2856,631.0,Futures trader,"Feb 14, 1973"
213191402330021,1282,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228.0,42.9676,-88.0434,817312.0,"Accountant, chartered public finance",18-Mar-2004
213193596103206,52,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775.0,45.7549,-84.447,95.0,Electrical engineer,09-Feb-1994
213195754007681,273,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,52576.0,41.2001,-92.1354,568.0,Commercial horticulturist,24-Jul-1969
213198837352314,938,John,Vega,M,4483 Sharp Ferry Apt. 468,Garfield,KS,67529.0,38.0649,-99.2374,365.0,EQUALITY AND DIVERSITY OFFICER,03-Feb-1991
340951438290556,777,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,10962.0,41.0442,-73.9609,5950.0,Records manager,"Jul 02, 1971"
340953839692349,227,Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088.0,42.5164,-82.9832,134056.0,"DOCTOR, HOSPITAL",18/05/1980
341283058448499,77,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825.0,30.9788,-84.7373,1461.0,"ENGINEER, BROADCASTING (OPERATIONS)",08/09/1935
341542810616333,639,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017.0,39.2048,-94.0259,464.0,COLOUR TECHNOLOGIST,"May 28, 1959"
341546199006537,236,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783.0,64.7556,-165.6723,145.0,"ADMINISTRATOR, EDUCATION","Nov 09, 1939"
342035762534413,1140,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106.0,37.7184,-77.186,976.0,"Engineer, automotive",19/06/1999
342319985983023,761,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455.0,42.1852,-74.6178,1988.0,ENVIRONMENTAL HEALTH PRACTITIONER,23-May-1978
342351256941125,867,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046.0,33.1194,-83.8235,3343.0,THEATRE MANAGER,08-Jun-1990
342360239917375,338,Gabriella,Jordan,F,1299 Joshua Plains,Howes Cave,NY,12092.0,42.7045,-74.3648,1304.0,Jewellery designer,"Jun 09, 1970"
342952484382519,466,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024.0,42.0158,-73.2913,647.0,COMPTROLLER,26-Sep-1987
343464013864032,25,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807.0,35.8072,-78.0892,6629.0,Call centre manager,13/08/1962
343472729187663,751,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816.0,43.6849,-71.2551,1368.0,"OPTICIAN, DISPENSING",05-Aug-1971
343668971234893,1074,Sally,Moore,F,835 Reese Views Suite 884,Hopkins,SC,29061.0,33.9349,-80.8449,13717.0,Chiropodist,16/11/1949
343746486082492,1780,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621.0,44.8605,-85.8138,3096.0,"SOCIAL RESEARCH OFFICER, GOVERNMENT",11/10/1975
343819048608995,267,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312.0,41.5855,-93.6719,222785.0,Wellsite geologist,"Jan 24, 1956"
344342339068828,1384,Ruth,Fuller,F,37732 Joe Courts Apt. 752,Darien,GA,31305.0,31.3826,-81.4312,5989.0,Tax adviser,"May 05, 1967"
344709867813900,624,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872.0,27.4703,-81.4872,50835.0,Environmental consultant,30-Jan-1986
345060451158891,322,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330.0,42.5232,-72.811,1506.0,"Production assistant, radio","Apr 03, 1960"
345389171551808,1230,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922.0,33.9215,-89.6782,3451.0,Financial trader,19-May-1984
345832460465610,459,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151.0,38.8029,-77.2116,104396.0,PRODUCTION ENGINEER,"Nov 20, 1950"
345933964507467,897,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872.0,38.4121,-75.2811,718.0,Regulatory affairs officer,19-Mar-1985
346208242862904,1585,Tabitha,Reyes,F,20938 Barbara Viaduct,New York City,NY,10280.0,40.7105,-74.0163,1577385.0,"PHARMACIST, HOSPITAL","May 13, 1961"
346273234529002,1242,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970.0,37.7418,-80.4626,4575.0,Statistician,22/10/1991
347073228412010,379,Ryan,Johnson,M,40178 Lisa Mission,Alva,WY,82711.0,44.6873,-104.4414,110.0,"ADMINISTRATOR, LOCAL GOVERNMENT",16-May-1973
347612609554823,925,Robert,James,M,18316 Cannon Place,Newport,ME,4953.0,44.8393,-69.2675,3228.0,LEXICOGRAPHER,28/12/1995
348379466427142,156,Michael,Rowe,M,7428 Martinez Flats,Melbourne,FL,32935.0,28.1384,-80.6524,139650.0,Database administrator,23-Jan-1957
348789608637806,110,Megan,Murphy,F,53696 Laura Radial,Holstein,NE,68950.0,40.4542,-98.6538,331.0,TELECOMMUNICATIONS RESEARCHER,19/08/1950
349612764943496,35,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914.0,37.1046,-83.5706,467.0,"Psychologist, forensic",04-Jun-1984
370348764075623,441,Christopher,Gomez,M,950 Dunn Squares,Tickfaw,LA,70466.0,30.5668,-90.482,8512.0,"Accountant, chartered public finance","Sep 03, 1951"
370612217861404,812,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007.0,40.1159,-74.8536,21125.0,"ADMINISTRATOR, CHARITIES/VOLUNTARY ORGANISATIONS",25/05/1985
370818583810103,1571,John,Davis,M,9670 Monroe Junctions,Rockwood,PA,15557.0,39.9373,-79.1865,3684.0,General practice doctor,10-Jan-1976
370877495212014,742,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659.0,36.2017,-81.1286,21134.0,Dispensing optician,06/03/1984
371009169330125,1080,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771.0,31.2462,-83.6549,5666.0,Rural practice surveyor,14/09/2003
371034293500716,831,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135.0,40.0235,-120.7986,128.0,Education administrator,"Feb 21, 1966"
371226440126102,665,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262.0,38.9311,-89.2463,1810.0,RACE RELATIONS OFFICER,"Dec 24, 1974"
371284424780634,596,Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413.0,33.5466,-101.8871,254282.0,"Doctor, general practice","Jan 29, 1952"
371683116218417,1998,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830.0,40.5716,-74.3167,18459.0,EMERGENCY PLANNING/MANAGEMENT OFFICER,"Mar 19, 1929"
372246459334925,234,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732.0,44.3566,-103.6999,1979.0,Multimedia programmer,13-Mar-1970
372382441451095,734,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466.0,41.8948,-73.9767,2471.0,HERITAGE MANAGER,21-Jan-1966
372509258176510,762,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438.0,42.9147,-83.4845,6951.0,LEARNING DISABILITY NURSE,18/06/1985
373905417449658,228,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665.0,31.929,-97.6443,2526.0,Phytotherapist,12/11/1970
374125201044065,34,Christopher,Gilbert,M,20937 Reed Lakes Apt. 271,Washington,DC,20012.0,38.9757,-77.0282,601723.0,"Optician, dispensing","Jul 20, 1970"
374238209524200,308,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033.0,45.0838,-120.6649,60.0,Museum education officer,03-Apr-1942
374497717543058,272,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579.0,47.1709,-100.7944,1190.0,"Designer, ceramics/pottery",30/06/1948
374656033243756,164,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213.0,38.8954,-77.1633,207410.0,MUDLOGGER,"Jul 03, 1984"
374821819075109,158,Zachary,Boone,M,3703 Benson Wells,Palmyra,NY,14522.0,43.0622,-77.2218,9565.0,EXHIBITION DESIGNER,"Dec 11, 1927"
374930071163758,26,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174.0,42.2203,-83.3583,31515.0,POLICE OFFICER,"Nov 05, 1971"
375082648741747,1883,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546.0,47.0999,-96.727,346.0,"Research officer, trade union",14-Dec-1976
375248307838179,369,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237.0,38.8564,-80.158,571.0,ACCOUNTING TECHNICIAN,16/09/1967
375534208663984,4,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433.0,38.4207,-79.4629,99.0,DANCE MOVEMENT PSYCHOTHERAPIST,28/03/1986
375767678113375,114,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853.0,38.6476,-78.7717,4367.0,WASTE MANAGEMENT OFFICER,12/04/1962
375848982312810,1191,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566.0,31.4841,-97.9903,258.0,Web designer,15-Dec-1943
375904527651269,834,Ryan,Cook,M,75952 Wilson Course,Roseland,NE,68973.0,40.4591,-98.5551,463.0,"NURSE, MENTAL HEALTH","May 31, 1948"
375974680629816,1389,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782.0,41.6611,-73.0449,2376.0,HERPETOLOGIST,06/04/1973
376028110684021,84,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659.0,39.7795,-93.3014,964.0,TOURIST INFORMATION CENTRE MANAGER,"Dec 23, 1974"
376445266762684,1129,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165.0,41.1558,-101.136,1789.0,Insurance broker,11-Feb-1982
376656886990758,904,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980.0,31.1569,-94.3871,2836.0,"DESIGNER, JEWELLERY",03-Dec-1985
377026671291680,218,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665.0,37.3272,-91.0243,241.0,Investment analyst,"Oct 27, 1974"
377113842678100,1220,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323.0,39.4055,-75.3209,804.0,Insurance risk surveyor,"Mar 25, 1965"
377234009633447,11,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442.0,39.3716,-77.8229,1925.0,Systems developer,14-Feb-1966
377550167323848,268,Kevin,Walters,M,87227 Tapia Burgs,Auburn,ME,4210.0,44.0948,-70.23899999999999,23045.0,TOURIST INFORMATION CENTRE MANAGER,02/09/1958
377654590313960,334,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849.0,36.0435,-84.04,25459.0,"TEACHER, SPECIAL EDUCATIONAL NEEDS",22/02/1969
377895991033232,320,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441.0,41.4682,-72.5751,5438.0,"Librarian, academic",17-Nov-1964
378006354724784,76,Christopher,Matthews,M,433 John Heights Apt. 849,Etlan,VA,22719.0,38.5095,-78.2638,395.0,Senior tax professional/tax inspector,"Jan 07, 1982"
378278619832195,444,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403.0,44.0385,-123.0614,191096.0,"Scientist, physiological",06-Apr-1964
378858024506425,632,Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,85253.0,33.5494,-111.9565,17047.0,Building surveyor,29/01/1935
378904938837132,531,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669.0,35.7382,-98.7388,1675.0,BARRISTER,01-May-1986
2222001896600109,1493,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067.0,38.9318,-89.9618,2401.0,"BUYER, INDUSTRIAL",03-Jan-1972
2227671554547514,1889,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760.0,27.9004,-82.7152,172247.0,"Geneticist, molecular",22-Oct-1979
2229378226512508,501,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924.0,43.4987,-90.2796,1360.0,Occupational hygienist,06/11/1984
2229824890647120,711,Walter,Blair,M,44951 Williams Brooks,Pearlington,MS,39572.0,30.2508,-89.6011,1414.0,"Therapist, occupational","Feb 17, 1958"
2231186809828225,557,Katherine,Pennington,F,73869 Connie Prairie,Vienna,GA,31092.0,32.0913,-83.7922,7420.0,PHYTOTHERAPIST,15/01/1957
2233882705243596,162,Jamie,Robinson,F,67089 Caitlin Meadow Apt. 905,Sturgis,MS,39769.0,33.357,-89.0473,1923.0,Medical physicist,16-Jan-1960
2235335206132667,220,Maria,Rosales,F,6611 Parrish Garden Apt. 428,Waynesfield,OH,45896.0,40.6072,-83.9585,2089.0,Building control surveyor,"Jun 22, 1963"
2235613922823698,103,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227.0,42.73,-104.7024,241.0,Educational psychologist,16/12/1980
2242542703101233,327,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077.0,38.4921,-85.4524,564.0,Pensions consultant,10/04/1996
2248348993063230,1215,Jennifer,Scott,F,376 John Fork Suite 848,Randolph,OH,44265.0,41.0109,-81.2977,51.0,MECHANICAL ENGINEER,05/08/1960
2248735346244816,69,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584.0,38.6411,-100.138,269.0,Product/process development scientist,"Nov 11, 1962"
2252055259910912,657,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441.0,44.6437,-90.1031,828.0,ARTS DEVELOPMENT OFFICER,19/08/1991
2254799658404120,1370,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605.0,30.946,-83.2474,94325.0,Educational psychologist,08-Sep-1987
2254917871818484,401,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687.0,38.0828,-76.3477,313.0,Insurance underwriter,"Mar 26, 1976"
2260801330657968,112,Monique,Fox,F,755 Gardner Heights Apt. 420,Paxton,MA,1612.0,42.3066,-71.9202,4845.0,Accounting technician,14/09/1926
2264937662466770,210,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214.0,29.3641,-98.4924,1595797.0,Land,17-Oct-1995
2266735643685262,46,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747.0,34.4959,-86.259,5901.0,CURATOR,25-Jul-1972
2269768987945882,437,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510.0,42.6835,-77.8664,4895.0,Acupuncturist,"Oct 29, 1958"
2274911989136158,850,Robert,Velazquez,M,3136 Silva Stream,Parker,CO,80138.0,39.5102,-104.7216,84861.0,MATERIALS ENGINEER,"Mar 10, 1932"
2283743876903625,1057,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009.0,34.077,-84.3033,165556.0,PRISON OFFICER,27-Dec-1997
2284059275940012,301,Thomas,Mathis,M,26615 Nelson Lane,Moores Hill,IN,47032.0,39.0945,-85.0638,3289.0,Sub,"Nov 22, 1969"
2285066385084291,332,Richard,Brown,M,17819 Jose Mount Suite 657,Heidelberg,MS,39439.0,31.882,-88.9981,4573.0,"EXHIBITIONS OFFICER, MUSEUM/GALLERY",15-Feb-1988
2286236465059468,383,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,64726.0,38.5319,-93.9221,467.0,Agricultural consultant,27/05/1950
2288748891690227,398,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116.0,35.0561,-106.5506,641349.0,Charity officer,24/01/1967
2288813824604479,1222,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039.0,40.8265,-73.9383,1577385.0,HERBALIST,"Aug 29, 1981"
2291163933867244,1390,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209.0,33.9659,-80.9355,333497.0,MECHANICAL ENGINEER,19-Mar-1968
2296006538441789,1977,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217.0,40.6816,-73.9798,2504700.0,MEDICAL SALES REPRESENTATIVE,"Sep 01, 1999"
2297447006766555,508,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830.0,39.9972,-88.6962,478.0,LANDSCAPE ARCHITECT,13/01/1960
2305336922781618,21,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572.0,40.6866,-92.6833,1132.0,PROBATION OFFICER,"Feb 14, 1961"
2318062975163331,173,William,Martinez,M,0207 Griffith Plains Apt. 544,Louisiana,MO,63353.0,39.4336,-91.0664,4593.0,"TEACHER, EARLY YEARS/PRE","Nov 11, 1940"
